name,country,height_cm,weight_kg,age,birthdate,singles_rank_current,singles_rank_highest,doubles_rank_current,doubles_rank_highest,sex,plays
Cherry Robert,Ireland,,,47,14. 7. 1978,,,,,man,right
Mohammed Farroukh Izran,Malaysia,,,22,1. 1. 2004,,,,,man,right
Al Faraj Ali,Saudi Arabia,,,38,23. 9. 1987,,,,,man,right
Contreras Jose,Dominican Rep.,,,30,9. 12. 1995,,,,,man,right
Guillen Meza Alvaro,Ecuador,,,23,2. 1. 2003,207,175,485,400,man,right
Bernovich Varvara,Belarus,,,,,,,-,1318,woman,right
Ioannides Constantinos,Cyprus,,,30,7. 6. 1995,-,1352,,,man,right
Agudelo Luciana,Argentina,,,16,1. 1. 2010,,,,,woman,right
Bhudia Kartic,Kenya,,,47,2. 2. 1979,,,,,man,right
Sheet Yashar,Syria,,,39,20. 9. 1986,,,,,man,right
Sengul Bora,Turkey,,,24,30. 10. 2001,1515,1508,1947,1563,man,right
Mirkovic Petra,Montenegro,,,,,,,,,woman,right
Okalova Martina,Slovakia,,,28,5. 6. 1997,422,372,367,282,woman,right
Lalic Nemanja,Yugoslavia,,,46,20. 8. 1979,,,,,man,right
Estrella Henry,Dominican Rep.,,,40,22. 1. 1986,,,-,1940,man,right
Badredine Hussein,Lebanon,,,54,22. 10. 1971,,,,,man,right
Gavrish Alina,Azerbaijan,,,,,,,,,woman,right
Biskic Ana,Croatia,,,26,8. 7. 1999,-,746,-,1184,woman,right
Stoiana Mary,USA,,,22,6. 5. 2003,178,176,416,416,woman,right
Jurikivi Toomas,Estonia,,,40,5. 2. 1986,,,,,man,right
Choe Su Gwang,Korea,,,37,31. 3. 1988,,,,,man,right
Fernandez Laura,Dominican Rep.,,,41,10. 2. 1985,,,,,woman,right
Biever Marc,Luxembourg,,,38,6. 10. 1987,,,,,man,right
Ahmedic Adnan,Bosnia and Herzeg.,,,50,15. 7. 1975,,,,,man,right
Begovic Marko,Montenegro,,,42,27. 12. 1983,,,-,1261,man,right
Chen Yi,Chinese Taipei,,,39,12. 11. 1986,-,377,-,117,woman,right
Aslam Anoosha,Pakistan,,,36,3. 7. 1989,,,,,woman,right
Lacasse Raphaelle,Canada,,,25,16. 8. 2000,671,646,215,215,woman,right
Pambukyan Karo,Armenia,,,30,23. 4. 1995,,,,,man,right
Amonov Somon,Tajikistan,,,18,1. 1. 2008,,,,,man,right
Allecou Aleksander,Poland,,,37,16. 12. 1988,,,,,man,right
Antonijevic Jovana,Serbia,,,30,11. 3. 1996,,,,,woman,right
Dao Uyenmy,Viet Nam,,,20,1. 1. 2006,,,,,woman,right
Kontaveit Anett,Estonia,174,65,30,24. 12. 1995,-,2,-,102,woman,right
Wang Xiaofei,China,,,23,10. 1. 2003,862,694,-,512,man,right
Dersonas Dovas,Lithuania,,,19,1. 1. 2007,,,,,man,right
Bibza Csondor,Hungary,,,49,15. 12. 1976,,,-,915,man,right
Bentes De Oliveira Pinto Rita Maria,Portugal,,,25,11. 8. 2000,-,854,-,666,woman,right
Baichorov Boris,Kyrgyzstan,,,39,9. 6. 1986,,,,,man,right
Beckley Alec,RSA,,,24,18. 6. 2001,792,509,667,378,man,right
Fourlis Jaimee,Australia,168,61,26,17. 9. 1999,933,147,-,138,woman,right
Wygona Jan,Poland,,,,,1759,1706,1331,1309,man,right
Bejia Yassine,Tunisia,,,29,16. 1. 1997,,,,,man,right
Georgiou Dean,Cyprus,,,37,9. 3. 1989,,,,,man,right
Randriantefy Natacha,Madagascar,,,47,14. 3. 1978,-,330,-,173,woman,right
Boudjadi Khalil,Algeria,,,27,7. 8. 1998,,,,,man,right
Hacnolath Souvananh,Laos,,,,,,,,,woman,
Hercog Polona,Slovenia,185,70,35,20. 1. 1991,298,35,-,56,woman,right
Lee Carol Young Suh,N. Mariana Isl.,,,24,21. 12. 2001,166,166,246,246,woman,right
Lozanovska Aleksandra,North Macedonia,,,29,23. 11. 1996,,,,,woman,right
Badosa Paula,Spain,180,72,28,15. 11. 1997,106,2,262,124,woman,right
Cereso Isidora,Chile,,,22,1. 1. 2004,,,,,woman,right
Reyna Rodrigo,Mexico,,,27,26. 5. 1998,1856,1764,-,1708,man,right
Daniela Anapryienka,Belarus,,,26,28. 10. 1999,,,,,woman,right
Aelbrecht Thibault,Belgium,,,26,5. 2. 2000,,,,,man,right
Baniak Magdalena,Poland,,,,,1483,1422,1645,1543,woman,right
Arviv Gal,Israel,,,31,23. 2. 1995,,,,,woman,right
Hossain Mohammed-Alamgir,Bangladesh,,,39,31. 12. 1986,,,,,man,right
Arabian Donik,Bulgaria,,,46,12. 2. 1980,,,-,1528,man,right
Torres Tiago,Portugal,,,23,8. 7. 2002,672,672,411,411,man,right
Jung Jason,Chinese Taipei,180,69,36,15. 6. 1989,1064,114,285,132,man,right
Rakotondramanga Antso,Madagascar,,,37,17. 7. 1988,-,1009,-,734,man,right
Bagbekov Timur,Ukraine,,,24,1. 1. 2002,,,,,man,right
Belejova Ivana,Slovakia,,,36,26. 7. 1989,,,,,woman,right
Gomez Juan Sebastian,Colombia,,,34,5. 3. 1992,584,469,836,306,man,right
Wijesuriya Dinusha,Sri Lanka,,,37,12. 5. 1988,,,,,man,right
Abdul Rais Muhammad Farreez Isqandar,Malaysia,,,,,,,,,man,right
Turini Viola,Italy,,,21,1. 1. 2005,819,772,498,481,woman,right
Abraham Joseph,Venezuela,,,40,4. 7. 1985,,,,,man,right
Bertacchi Anastasia,Italy,,,20,1. 1. 2006,695,674,688,665,woman,right
Al Marri Jaber,Qatar,,,31,8. 6. 1994,,,,,man,right
Golfin-Guevara Fabrizio,Costa Rica,,,52,15. 6. 1973,,,,,man,right
Blacud Baldivieso Adrian Alejandro,Bolivia,,,33,30. 1. 1993,,,,,man,right
Cheikh Fredj Sarra,Tunisia,,,19,1. 1. 2007,,,,,woman,right
Hussein Nawras,Yemen,,,24,1. 1. 2002,,,,,man,right
Lalicic Lado,Montenegro,,,51,8. 7. 1974,,,,,man,right
Poullain Lucas,France,,,30,5. 12. 1995,421,244,1429,512,man,right
Aguilar Leonardo,Mexico,,,21,1. 1. 2005,,,,,man,right
Fosser Solveig,Norway,,,35,19. 2. 1991,,,,,woman,right
Alexander Avery,Canada,,,17,1. 1. 2009,1329,1309,,,woman,right
Al Mulla Hamad,Qatar,,,33,16. 8. 1992,,,,,man,right
Said Mohamed El Hafed,Mauretania,,,25,23. 12. 2000,,,,,man,right
Elde Emilie,Norway,,,24,11. 3. 2002,-,984,-,1263,woman,right
An Jae-Sung,South Korea,,,40,28. 5. 1985,-,289,-,454,man,right
Ellegaard Charlotte Mosbaek,Denmark,,,23,1. 1. 2003,,,,,woman,
Ashirova Danel,Kazakhstan,,,25,20. 8. 2000,,,,,woman,right
Cabrera Juan,Peru,,,46,14. 9. 1979,,,,,man,right
Cornelius Tiffany,Luxembourg,,,37,13. 1. 1989,,,-,1158,woman,right
Philippe Lynn,Luxembourg,,,37,2. 12. 1988,-,775,-,834,woman,right
Augunas Andrius,Lithuania,,,56,3. 6. 1969,,,,,man,right
Arace Heloise,Belgium,,,29,20. 6. 1996,,,,,woman,right
Hadjigeorgiou Christos,Cyprus,,,31,1. 4. 1994,-,1573,-,1322,man,right
Leong Jill,Singapore,,,45,24. 3. 1980,,,-,746,woman,right
Baghdasaryan Suren,Armenia,,,30,29. 1. 1996,,,,,man,right
Boyden Melissa,Netherlands,,,22,24. 6. 2003,1366,1202,1167,1123,woman,right
Al Janahi Fares,UAE,,,27,24. 1. 1999,,,,,man,right
Keuya Anne Marthe,Cameroon,,,22,1. 1. 2004,,,,,woman,right
Le Nguyen Thuy-Trang,Viet Nam,,,38,14. 2. 1988,,,,,woman,right
Akeza Zaituni,Burundi,,,20,1. 1. 2006,,,,,woman,right
Molomo Oteng,Botswana,,,40,3. 10. 1985,,,,,man,right
Atmaja Ganang Surya,Indonesia,,,37,21. 6. 1988,,,,,man,right
Beres Matus,Slovakia,,,36,1. 6. 1989,,,-,1059,man,right
Happy Simbarashe,Zimbabwe,,,37,25. 10. 1988,,,,,man,right
Brahimi Aymen Amir,Algeria,,,28,3. 9. 1997,,,,,man,right
Grahn Henri,Finland,,,39,24. 10. 1986,,,,,man,right
Matvievici Egor,Moldavsko,175,70,29,14. 2. 1997,,,-,1352,man,right
Rana Mayanka,Nepal,,,,,,,,,woman,
Al-Jufairi Abdulla,Qatar,,,28,29. 8. 1997,,,,,man,right
Anggarkusuma Suzanna,Indonesia,,,62,25. 11. 1963,,,-,717,woman,right
Atia Mariam,Egypt,,,,,1432,1161,1059,936,woman,right
Portillo Andrea,El Salvador,,,38,2. 11. 1987,,,,,woman,right
Bjornestad Anna Louise,Norway,,,19,12. 6. 2006,,,,,woman,right
Christofides Sotos,Cyprus,,,30,9. 1. 1996,,,,,man,right
Aguirre Diego,Peru,,,35,26. 9. 1990,,,,,man,right
Alvarez Mogollon Luis Fernando,Colombia,,,,,,,,,man,
Bakaite Paulina,Lithuania,,,27,21. 1. 1999,,,-,1163,woman,right
Ben Cheikh Mehdi,Tunisia,,,38,22. 8. 1987,,,,,man,right
Savvides Victoria,Cyprus,,,22,1. 1. 2004,,,,,woman,right
Mahir Aminath Irufa,Maldives,,,36,1. 1. 1990,,,,,woman,right
Galea Evan,Malta,,,16,1. 1. 2010,,,,,man,right
Naif Rashed,Qatar,,,20,1. 6. 2005,,,,,man,right
Scott Katrina,USA,,,21,11. 6. 2004,285,149,1025,552,woman,right
Emmanuel Franklyn,Sri Lanka,,,38,25. 1. 1988,-,1473,-,1677,man,right
Jones Scott,Australia,,,28,14. 1. 1998,867,852,1705,1181,man,right
Gylling Anne,Denmark,,,38,26. 3. 1987,,,,,woman,right
Lanik Tomas,Slovakia,,,23,16. 5. 2002,1856,886,-,257,man,right
Egyir Frederick,Ghana,,,45,17. 11. 1980,,,,,man,right
Etienne Niyigena,Rwanda,,,,,,,,,man,
Chavez Franco Ana-Maria,Paraguay,,,35,3. 11. 1990,,,,,woman,left
Eftekhar Darius,Cyprus,,,,,,,,,man,left
Fernandez Persia Julio Armando,Dominican Rep.,,,27,26. 5. 1998,,,,,man,right
Madis Tennielle,Philippines,,,,,,,,,woman,right
Bartolo Vargas Rhisto,Peru,,,26,6. 7. 1999,,,,,man,right
Al Mansouri Rashed,Qatar,,,39,13. 3. 1987,,,,,man,right
Abdelmoula Yosri,Tunisia,,,20,1. 1. 2006,,,,,man,right
Anic Katarina,Croatia,,,37,9. 10. 1988,-,1163,,,woman,right
Barry Timo,Ireland,,,43,7. 4. 1982,,,-,1358,man,right
Antoniou Katerina,Netherlands,,,25,11. 7. 2000,,,,,woman,right
Finucane Ciara,Ireland,,,41,30. 1. 1985,,,,,woman,right
Singh Karan,India,,,22,30. 6. 2003,447,388,457,319,man,right
Badics Mila,Hungary,,,22,1. 1. 2004,,,,,woman,right
Arslan Duru,Turkey,,,,,,,,,woman,
Basting Yvette,Netherlands,,,48,8. 6. 1977,-,93,-,106,woman,right
Gorbea Bianca,Puerto Rico,,,39,18. 12. 1986,,,,,woman,right
Abou Chahine Ibrahim,Lebanon,,,35,7. 8. 1990,,,,,man,right
St Fleur Michelet,Haiti,,,29,1. 1. 1997,,,,,man,right
Inniss Michael,Turks and Caicos Islands,,,57,28. 12. 1968,,,,,man,right
Augusto Dos Santos Ryan,Brazil,,,22,29. 7. 2003,1585,1328,915,830,man,right
Argumedo Claudia,El Salvador,,,42,2. 4. 1983,-,1173,-,946,woman,right
Aunapuu Erik,Estonia,,,34,30. 1. 1992,,,,,man,right
Mikovic Milos,Serbia,,,20,24. 5. 2005,1940,1646,,,man,right
Story James,Great Britain,,,25,5. 3. 2001,467,455,459,370,man,right
Spasojevic Andrej,Liechtenstein,,,18,25. 4. 2007,,,,,man,right
De Luigi Simone,San Marino,,,,,,,,,man,right
Carter Nathan,New Zealand,,,37,30. 6. 1988,,,,,man,right
Alcaraz Susana L.,Mexico,,,34,22. 2. 1992,,,,,woman,right
Mesa Michaela,Papua N. Guinea,,,19,1. 1. 2007,,,,,woman,right
Mpetshi Perricard Giovanni,France,,,22,8. 7. 2003,54,29,324,204,man,right
Vishal Balsekar Aditya,India,,,23,23. 10. 2002,1230,1229,989,984,man,right
Adesina Abass,Nigeria,,,35,20. 10. 1990,,,,,man,right
Belinger Alja,Slovenia,,,24,1. 1. 2002,,,,,woman,right
Gardiner Kate,Ireland,,,,,,,,,woman,right
Elien Kristopher,Virgin Islands,,,41,3. 11. 1984,,,,,man,right
Sakala Queen Esther,Zambia,,,24,1. 1. 2002,,,,,woman,right
Brager-Carlsen Julian,Norway,,,20,1. 1. 2006,,,,,man,right
Alsterback Magnus,Sweden,,,50,26. 6. 1975,,,,,man,right
Ciobotaru Dario Alexandru,Romania,,,22,1. 1. 2004,1940,1933,,,man,right
Hermanns Caroline,Denmark,,,17,1. 1. 2009,,,,,woman,right
Foster Clive,Jamaica,,,45,5. 7. 1980,,,,,man,right
Janahi Fahad,UAE,,,27,1. 6. 1998,,,,,man,right
Marterer Maximilian,Germany,191,84,30,15. 6. 1995,750,45,-,206,man,left
Sempe Mpalleng,Lesotho,,,24,12. 3. 2002,,,,,man,right
Chung Serin,N. Mariana Isl.,,,20,1. 1. 2006,,,,,woman,right
Rollin Anais,Martinique,,,21,25. 3. 2004,,,,,woman,right
Ezzedine Wael,Senegal,,,30,8. 2. 1996,,,,,man,right
Jubb Paul,Great Britain,180,69,26,31. 10. 1999,310,180,2221,523,man,right
Grandjean Philippe,Luxembourg,,,41,10. 6. 1984,,,,,man,right
Villanger Henrik,Norway,,,,,2050,1981,2460,2288,man,right
Richelieu Alberton,Saint Lucia,,,38,18. 7. 1987,,,,,man,right
Hebhang Balan Alexandru Toubi,Canada,,,17,2. 5. 2008,2145,1896,1933,1785,man,right
Petras Alina,Moldavia,,,36,7. 1. 1990,-,1084,-,876,woman,right
Gonzalez Stefan Emilio,Guatemala,,,30,5. 10. 1995,,,,,man,right
Chevez Jorge Daniel,Panama,,,25,10. 8. 2000,,,,,man,right
Kigotho Olivier,Kenya,,,27,6. 5. 1998,,,,,man,right
Del Olmo Tomas,Virgin Islands,,,26,1. 12. 1999,,,,,man,right
Abdennabi Mehdi,Tunisia,,,18,1. 1. 2008,,,,,man,right
Bennani Lina,Morocco,,,34,4. 7. 1991,-,674,-,579,woman,right
Chin Christian Didier,Malaysia,,,25,23. 8. 2000,-,1440,-,1130,man,right
Kirschenbilder Daniel,Luxembourg,,,39,21. 5. 1986,,,,,man,right
Mpetshi Perricard Daphnee,France,,,,,809,793,1496,1429,woman,right
Al Kawary Mohammed-Saadon,Qatar,,,42,21. 7. 1983,,,-,1566,man,right
Cabrera Guillermo,Peru,,,28,2. 7. 1997,-,1640,,,man,right
Al Zoubi Thamer,Kuwait,,,37,7. 11. 1988,,,,,man,right
Ioannides Angelos,Cyprus,,,26,25. 1. 2000,,,,,man,right
Chrysochos Petros,Cyprus,185,84,29,8. 4. 1996,-,354,-,394,man,right
Kellovsky Dominik,Czech Republic,183,78,29,24. 7. 1996,646,503,342,328,man,right
Nguyen Aingoc-Van,Viet Nam,,,34,3. 4. 1991,,,,,woman,right
Masiyazi Fadzai,Zimbabwe,,,38,26. 5. 1987,,,,,woman,right
Perez Ametmarie,Puerto Rico,,,20,1. 1. 2006,,,,,woman,right
Youri Ekua,Botswana,,,21,12. 1. 2005,,,-,1277,woman,right
Arvand Jamshid,Iran,,,77,6. 2. 1949,,,,,man,right
Antonopoulos Christos,Greece,,,27,19. 7. 1998,-,1390,1671,681,man,right
Vidanaarachchi Chathuranga,Sri Lanka,,,40,14. 2. 1986,,,,,man,right
Baloescu Nancy,Canada,,,31,4. 2. 1995,,,,,woman,right
Sawangkaew Mananchaya,Thailand,,,23,10. 7. 2002,202,100,293,290,woman,right
Hafiz Moafak,Syria,,,41,21. 5. 1984,,,,,man,right
Ancedy Nicolas,Guadeloupe,,,30,18. 3. 1995,-,1686,-,1484,man,left
Kawas Ian,Honduras,,,41,4. 12. 1984,,,,,man,right
Rahedi Ian,Kenya,,,36,5. 3. 1990,,,,,man,right
Abou El Ghar Yara,Egypt,,,35,7. 1. 1991,,,,,woman,right
Ajang Aidin,Iran,,,43,9. 1. 1983,,,,,man,right
Grinvalds Roberts,Latvia,,,26,10. 5. 1999,-,1348,-,1336,man,right
Brunkel Laura,Denmark,,,20,1. 1. 2006,1292,980,1636,1290,woman,right
Gichie Troy,Jamaica,,,63,3. 7. 1962,-,1333,-,1534,man,right
Berezhnaya Natalia,Kazakhstan,,,34,9. 3. 1992,-,1106,-,721,woman,right
Behbehani Sarah,Kuwait,,,36,3. 11. 1989,,,,,woman,right
Cetnik Ana,Serbia and Montenegro,,,43,13. 1. 1983,-,985,-,406,woman,right
Andrade Madalena,Portugal,,,24,18. 12. 2001,,,,,woman,right
Dart Harriet,Great Britain,172,58,29,28. 7. 1996,162,70,130,59,woman,right
Condon Cristina,Chile,,,40,16. 3. 1985,,,,,woman,right
Abdelmoula Omar,Tunisia,,,21,1. 1. 2005,,,,,man,right
Burchuladze Konstantin,Georgia,,,43,7. 3. 1983,,,-,1422,man,right
Stauder Martine,Luxembourg,,,,,,,,,woman,right
Bachir El Bouhali Ines,Morocco,,,23,4. 5. 2002,,,,,woman,right
Azzola Francois,Belgium,,,29,9. 5. 1996,,,,,man,right
Momo Kassa Kryce Didier,Gabon,,,43,10. 6. 1982,-,1385,,,man,right
Al-Haqbani Yara,Saudi Arabia,,,,,,,,,woman,
Khmolovska De Saladin Nika Mykolayivna,Barbados,,,,,,,,,woman,
Amez-Droz Tanguy,Switzerland,,,28,23. 4. 1997,,,,,man,right
Balascak Daniel,Slovakia,,,,,,,1858,1853,man,right
Ivasco Ecaterina,Moldavsko,,,26,16. 7. 1999,,,,,woman,left
Perez-Terlaje Amelie Helene,Guam,,,19,1. 1. 2007,,,,,woman,right
Mzai Ismael Changawa Ruwa,Kenya,,,29,26. 6. 1996,,,-,1211,man,left
Aliyev Erkin,Azerbaijan,,,36,27. 2. 1990,,,,,man,right
Adunoye Racheal Olamide,Nigeria,,,31,25. 10. 1994,,,,,woman,right
Naffa Khalid,Jordan,,,46,14. 12. 1979,-,1351,,,man,right
Stankovic Milos,Montenegro,,,38,19. 3. 1987,,,,,man,right
Aleksandrov Aleksandar,Bulgaria,,,36,7. 10. 1989,,,,,man,right
Ben Fraj Skander,Tunisia,,,24,5. 9. 2001,,,,,man,right
Williams Loyce Roxann,St. Vincent,,,44,5. 6. 1981,,,,,woman,right
Nzegui Loth,Gabon,,,54,1. 11. 1971,,,,,man,right
Cloete Lize-Marie,RSA,,,39,6. 3. 1987,,,,,woman,right
Sumaia Claudia,Mozambique,,,27,20. 5. 1998,,,,,woman,right
Noesen Kathrin,Luxembourg,,,41,7. 5. 1984,,,,,woman,right
Weber Caroline,Luxembourg,,,43,12. 3. 1983,,,,,woman,right
Petkovic Filip,Serbia and Montenegro,,,34,18. 3. 1991,,,,,man,right
Delgado Guadalupe,Bolivia,,,31,22. 1. 1995,,,,,woman,right
Diankova Kalina,Bulgaria,,,47,12. 12. 1978,-,879,-,496,woman,right
Benioudaki Katerina,Greece,,,30,7. 5. 1995,,,,,woman,right
Arce Gonzalez Mayra,Paraguay,,,,,,,,,woman,right
Al Megayel Badar,Saudi Arabia,,,55,2. 9. 1970,,,,,man,right
Miladinovic Marko,Serbia,180,74,25,7. 12. 2000,801,451,-,499,man,right
Jabra Sandrine,Lebanon,,,38,26. 11. 1987,,,,,woman,right
Marcinkeviciute Deniza,Lithuania,,,25,1. 10. 2000,,,,,woman,right
Abdulraheem Ali,Kuwait,,,35,26. 7. 1990,,,,,man,right
Hageman Madelief,Netherlands,,,23,28. 1. 2003,770,741,578,519,woman,right
Abreu Tiago,Portugal,,,20,1. 1. 2006,,,,,man,right
Sabry Talal,Sri Lanka,,,,,,,,,man,
Jakupovic Dalila,Slovenia,178,70,34,24. 3. 1991,377,69,123,38,woman,right
Eka Ni Luh Sintha,Indonesia,,,28,8. 11. 1997,,,,,woman,right
Becker Gerhardt Marius,RSA,,,25,10. 8. 2000,,,-,1942,man,left
Skoog Isabel,Sweden,,,,,1246,1232,1194,1187,woman,right
Abarca Oscar,Mexico,,,48,25. 8. 1977,,,,,man,right
Bernardo Yari,El Salvador,,,52,10. 11. 1973,-,1358,,,man,right
Brown Daniel,New Zealand,,,35,9. 9. 1990,,,-,1490,man,right
Anton Kirill,Belarus,,,27,19. 2. 1999,,,,,man,right
Zolotareva Anastasia,Russia,,,24,18. 1. 2002,279,243,221,220,woman,right
Jikia Ia,Georgia,,,36,12. 8. 1989,-,656,,,woman,right
Alexis Aalisha,Trinidad,,,,,,,,,woman,right
Saville Daria,Australia,166,61,32,5. 3. 1994,537,20,-,45,woman,right
Baccarani Jennifer,Canada,,,44,10. 4. 1981,,,,,woman,right
Longwe-Smit Thando,RSA,173,65,24,17. 6. 2001,1124,1062,1533,1121,man,right
Herath Oshini,Sri Lanka,,,23,7. 3. 2003,,,,,woman,right
Paldanius Oskari,Finland,,,,,974,965,1069,926,man,right
Boevska Sara,Bulgaria,,,29,2. 9. 1996,,,,,woman,right
Chowdhury Raznita,Bangladesh,,,36,21. 12. 1989,,,,,woman,right
Alvarado Francisco,Venezuela,,,36,18. 8. 1989,,,,,man,right
Azzahra Shamira,Indonesia,,,26,28. 8. 1999,,,,,woman,right
Naito Yuki,Japan,,,25,16. 2. 2001,488,169,491,224,woman,right
Rey Olivier,Mauritius,,,38,29. 6. 1987,,,,,man,right
Abadia Adelo,Philippines,,,48,15. 5. 1977,-,1514,-,1534,man,right
Alexandre Reimer Natalia,Brazil,,,,,,,,,woman,
Estrella Victor,Dominican Rep.,170,77,45,2. 8. 1980,-,43,-,135,man,right
De Alwis Vimuktha,Sri Lanka,,,31,18. 4. 1994,,,,,man,right
Qabazard Essa,Kuwait,,,24,24. 10. 2001,2221,1746,1667,1555,man,right
Ahmady Shayan,Iran,,,35,6. 12. 1990,,,,,man,right
Blau Lynn,Luxembourg,,,36,16. 8. 1989,-,1247,-,843,woman,right
Wendelken Harry,Great Britain,,,24,18. 12. 2001,277,276,259,242,man,right
Ka Oumar,Senegal,,,37,5. 6. 1988,,,,,man,right
Wijebandara Vibuda,Sri Lanka,,,25,18. 9. 2000,,,,,man,right
Wi Hwui Won,South Korea,,,23,20. 5. 2002,1306,894,1043,604,woman,right
Pavia Suarez Eduardo,Puerto Rico,,,37,29. 1. 1989,,,,,man,right
Maria Marcus,Seychelles,,,34,1. 1. 1992,,,,,man,right
Ortenzi Jazmin,Argentina,,,24,20. 11. 2001,218,214,337,310,woman,right
Katsumata Kyohei,Kiribati,,,37,21. 12. 1988,,,,,man,right
Uchiyama Yasutaka,Japan,183,78,33,5. 8. 1992,285,78,1429,102,man,right
Strydom Jurgens,Namibia,,,39,13. 3. 1987,-,997,-,802,man,right
Moseme Kekeletso,Lesotho,,,22,31. 7. 2003,,,,,woman,right
Huynh Jean Pierre,Guam,,,,,,,,,man,right
Wang Yafan,China,170,62,31,30. 4. 1994,355,47,166,49,woman,right
Allen Victoria,Great Britain,,,25,26. 2. 2001,440,430,352,323,woman,right
De Almeida Nelson,Angola,,,46,6. 4. 1979,-,1166,-,1187,man,right
Ainalides Andreas,Greece,,,36,16. 12. 1989,-,1650,-,1491,man,right
Bulat Maxim,Moldavsko,,,28,18. 3. 1997,,,,,man,right
Swezey Decurtins Sebastian Samuel,Swaziland,,,30,29. 1. 1996,,,,,man,right
Shiyam Aiham,Maldives,,,36,4. 10. 1989,,,,,man,right
Pridankina Elena,Russia,,,20,30. 8. 2005,206,168,81,73,woman,right
Sanchez Ana Sofia,Mexico,,,31,13. 4. 1994,199,173,414,221,woman,left
Bartok Peter,Hungary,,,,,,,,,man,
Adnaoui Hamza,Morocco,,,33,24. 8. 1992,,,,,man,right
Garcia Luis Fernando,Panama,,,31,2. 9. 1994,,,-,942,man,right
Kasnikowski Maks,Poland,,,22,6. 7. 2003,331,168,-,688,man,right
Antheunis Michiel,Belgium,,,38,8. 2. 1988,,,-,1336,man,right
Anzalotta Kynoch Lauren,Puerto Rico,,,23,25. 6. 2002,,,,,woman,right
Lindmaa Artur Erik,Estonia,,,27,17. 6. 1998,,,,,man,right
Heiberg Helene,Norway,,,26,12. 10. 1999,,,,,woman,right
Dajic Arnela,Bosnia and Herzeg.,,,31,16. 11. 1994,,,,,woman,right
Grigorenko Evgeni,Lithuania,,,36,24. 10. 1989,,,,,man,right
Jialin Tian,China,,,19,4. 10. 2006,636,636,1196,1039,woman,right
Belibova Lia,Moldavsko,,,,,,,,,woman,right
Baidal Galarza Jorge Luis,Ecuador,,,45,18. 6. 1980,,,,,man,right
Muchova Karolina,Czech Republic,180,80,29,21. 8. 1996,13,8,162,156,woman,right
Ndinya Ronny,Kenya,,,39,14. 10. 1986,,,,,man,right
Agafonov Aleksandr,Ukraine,,,38,23. 2. 1988,-,687,-,589,man,right
Shrestha Bhaskar,Nepal,,,49,10. 5. 1976,,,,,man,right
Bankoussou Theresia Amel,Congo,,,,,,,,,woman,
Chung Irin,N. Mariana Isl.,,,18,1. 1. 2008,,,,,woman,right
Kenzhibayeva Sandugash,Kazakhstan,,,,,1483,866,944,523,woman,right
Benedetti Lola,Reunion,,,27,14. 12. 1998,,,,,woman,right
Alfonzo Jorge Eliecer,Venezuela,,,29,3. 6. 1996,-,1594,,,man,right
Kovackova Jana,Czech Republic,,,15,13. 6. 2010,505,474,562,559,woman,right
Nayar Sara,Malaysia,,,24,3. 9. 2001,-,762,-,689,woman,right
Bergmans Merle,Netherlands,,,27,26. 4. 1998,,,,,woman,right
Vondrousova Marketa,Czech Republic,172,59,26,28. 6. 1999,46,6,233,38,woman,left
Koffi Moyé Lucas Nadal,Ivory Coast,,,20,1. 1. 2006,,,,,man,right
Farjat Tomas,Argentina,,,25,15. 2. 2001,753,447,479,363,man,right
Agarici Martina,San Marino,,,37,10. 2. 1989,,,,,woman,right
Basset Trine,Denmark,,,43,22. 2. 1983,,,,,woman,right
Rahman Azad,Tajikistan,,,,,,,,,man,right
Barnard Lee,RSA,,,26,15. 3. 1999,,,,,woman,right
Ngo Hanh Hong,Viet Nam,,,,,,,,,woman,right
Xiao Linang,China,,,25,18. 3. 2000,803,637,1562,550,man,right
Sljukic Milica,Montenegro,,,29,29. 5. 1996,-,1186,,,woman,right
Forcellini William,San Marino,,,44,6. 7. 1981,,,,,man,right
Amir Arianto,Indonesia,,,46,9. 1. 1980,,,,,man,right
Gomez Jonathan,Trinidad,,,42,21. 2. 1984,-,1508,,,man,left
Blanco Cauterucci Juan Cruz,Uruguay,,,21,1. 1. 2005,,,,,man,right
Seidel Ella,Germany,,,21,14. 2. 2005,83,78,1128,190,woman,right
Flores Jesse,Costa Rica,188,82,30,31. 3. 1995,983,759,548,480,man,right
Mijovic Stefan,Montenegro,,,,,,,,,man,
Khan Mohamed Nazim,Malaysia,,,32,27. 6. 1993,-,1450,-,1602,man,right
Arsic Nevena,Bosnia and Herzeg.,,,34,25. 4. 1991,,,,,woman,right
Andrade Sabando Tania Isabel,Ecuador,,,,,-,1158,-,1389,woman,right
Balazs Attila,Hungary,180,78,37,27. 9. 1988,-,76,-,92,man,right
Bradnam Makere,New Zealand,,,39,9. 1. 1987,,,,,woman,right
Raseta Nikola,Luxembourg,,,19,1. 1. 2007,,,,,man,right
Bertolini Michelle,Venezuela,,,31,15. 6. 1994,,,,,woman,right
Abdrabuh Ahmed,Syria,,,40,23. 5. 1985,,,,,man,right
Soldo Josefina,Uruguay,,,,,,,,,woman,right
Mainguy Clement,Vanuatu,,,,,,,-,1813,man,right
Bou Julieanne,Puerto Rico,,,25,7. 6. 2000,,,,,woman,right
Altiner Can,Turkey,,,31,6. 11. 1994,-,1903,,,man,right
